2018-01-01T00:00:16	49	200
2018-01-01T00:00:32	63	200
2018-01-01T00:00:46	99	200
2018-01-01T00:01:12	95	200
2018-01-01T00:01:53	17	200
2018-01-01T00:02:20	61	200
2018-01-01T00:02:49	70	200
2018-01-01T00:03:23	76	200
2018-01-01T00:04:05	41	200
2018-01-01T00:04:37	83	200
2018-01-01T00:04:39	40	200
2018-01-02T00:05:16	42	200
2018-01-02T00:06:15	41	200
2018-01-02T00:06:33	7	200
2018-01-02T00:06:38	80	200
2018-01-02T00:07:25	1	200
2018-01-02T00:08:20	63	200
2018-01-02T00:09:06	21	200
2018-01-02T00:09:58	20	200
2018-01-02T00:10:48	0	200
2018-01-02T00:11:45	71	200
2018-01-02T00:11:46	28	200
2018-01-02T00:12:09	75	200
2018-01-02T00:12:18	73	200
2018-01-02T00:12:26	89	200
2018-01-02T00:13:12	90	200
2018-01-02T00:13:20	76	200
2018-01-02T00:13:48	89	200
2018-01-02T00:14:47	39	200
2018-01-02T00:15:39	45	200
2018-01-02T00:16:38	26	200
2018-01-02T00:17:12	10	200
2018-01-02T00:17:58	34	200
2018-01-02T00:18:44	28	200
2018-01-02T00:18:55	37	200
2018-01-02T00:19:51	86	200
2018-01-02T00:20:03	32	200
2018-01-02T00:20:52	61	200
2018-01-02T00:21:47	39	200
2018-01-02T00:22:05	57	200
2018-01-02T00:22:06	88	200
2018-01-02T00:22:19	92	200
2018-01-02T00:23:11	56	200
2018-01-02T00:23:48	19	200
2018-01-02T00:24:38	9	200
2018-01-02T00:25:38	80	200
2018-01-02T00:26:25	74	200
2018-01-02T00:26:28	78	200
2018-01-02T00:27:03	70	200
2018-01-02T00:27:40	14	200
2018-01-02T00:28:22	58	200
2018-01-03T00:28:32	69	200
2018-01-03T00:28:58	2	200
2018-01-03T00:29:47	53	200
2018-01-03T00:30:02	80	200
2018-01-03T00:30:26	79	200
2018-01-03T00:31:01	53	200
2018-01-03T00:31:40	15	200
2018-01-03T00:31:41	67	200
2018-01-03T00:32:29	98	200
2018-01-03T00:32:36	20	200
2018-01-03T00:33:13	16	200
2018-01-03T00:33:36	33	200
2018-01-03T00:34:22	42	200
2018-01-03T00:35:15	48	200
2018-01-03T00:35:24	23	200
2018-01-03T00:35:48	60	200
2018-01-03T00:36:12	51	200
2018-01-03T00:37:00	30	200
2018-01-03T00:37:46	87	200
2018-01-03T00:38:02	50	200
2018-01-03T00:38:40	7	200
2018-01-03T00:39:37	67	200
2018-01-03T00:40:13	99	200
2018-01-03T00:40:45	70	200
2018-01-03T00:40:56	52	200
2018-01-03T00:41:02	71	200
2018-01-03T00:41:30	13	200
2018-01-03T00:41:55	85	200
2018-01-03T00:42:28	48	200
2018-01-03T00:42:46	6	200
2018-01-03T00:43:32	8	200
2018-01-03T00:44:03	45	200
2018-01-03T00:44:55	24	200
2018-01-03T00:45:13	31	200
2018-01-03T00:46:12	65	200
2018-01-03T00:46:57	47	200
2018-01-03T00:47:40	42	200
2018-01-03T00:47:41	2	200
2018-01-03T00:48:21	58	200
2018-01-03T00:48:51	65	200
2018-01-03T00:49:00	76	200
2018-01-03T00:49:56	52	200
2018-01-03T00:50:30	93	200
2018-01-03T00:51:23	65	200
2018-01-03T00:52:22	3	200
2018-01-03T00:52:41	27	200
2018-01-03T00:53:26	1	200
2018-01-03T00:53:42	37	200
2018-01-03T00:54:06	64	200
2018-01-03T00:55:00	59	200
2018-01-05T00:55:38	16	200
2018-01-05T00:56:29	44	200
2018-01-05T00:56:40	0	200
2018-01-05T00:57:06	99	200
2018-01-05T00:57:10	52	200
2018-01-05T00:57:19	43	200
2018-01-05T00:57:31	59	200
2018-01-05T00:58:02	88	200
2018-01-05T00:58:30	36	200
2018-01-05T00:58:30	94	200
2018-01-05T00:59:16	31	200
2018-01-05T00:59:27	75	200
2018-01-05T01:00:00	25	200
2018-01-05T01:00:21	1	200
2018-01-05T01:00:48	27	200
2018-01-05T01:01:45	22	200
2018-01-05T01:02:39	67	200
2018-01-05T01:03:30	15	200
2018-01-05T01:03:45	89	200
2018-01-05T01:04:13	14	200
2018-01-06T01:04:17	29	200
2018-01-06T01:04:48	32	200
2018-01-06T01:05:09	65	200
2018-01-06T01:05:25	16	200
2018-01-06T01:06:03	10	200
2018-01-06T01:06:16	31	200
2018-01-06T01:07:00	93	200
2018-01-06T01:07:00	75	200
2018-01-06T01:07:35	7	200
